date,value
7/7/2017 9:00,18866691
7/7/2017 9:00,18865342
7/7/2017 9:00,48686580
7/7/2017 9:00,106176490
7/7/2017 9:00,4804730
7/7/2017 9:00,148
7/7/2017 9:00,23351
7/7/2017 9:00,4767895
7/7/2017 9:00,203
7/7/2017 9:00,142
7/7/2017 9:00,240
7/7/2017 9:00,4825367
7/7/2017 9:00,157
7/7/2017 9:00,23687
7/7/2017 9:00,126
7/7/2017 9:00,164
7/7/2017 9:00,29592
7/7/2017 9:00,4415
7/7/2017 9:00,180
7/7/2017 9:00,86
7/7/2017 9:00,101
7/7/2017 9:00,71
7/7/2017 9:00,71
7/7/2017 9:00,2
7/7/2017 9:00,88
7/7/2017 9:00,3
7/7/2017 9:00,89
7/7/2017 9:00,69
7/7/2017 9:00,53
7/7/2017 9:00,4706924
7/7/2017 9:00,128
7/7/2017 9:00,126
7/7/2017 9:00,900680
7/7/2017 9:00,35
7/7/2017 9:00,66137889
7/7/2017 9:00,177
7/7/2017 9:00,591
7/7/2017 9:00,676
7/7/2017 9:00,245
7/7/2017 9:00,79593267
7/7/2017 9:00,46173
7/7/2017 9:00,46626
7/7/2017 9:00,7166960
7/7/2017 9:00,81488902
7/7/2017 9:00,210
7/7/2017 9:00,623
7/7/2017 9:00,564
7/7/2017 9:00,179
7/7/2017 9:00,1020
7/7/2017 9:00,303
7/7/2017 9:00,1204315
7/7/2017 9:00,83
7/7/2017 9:00,139
7/7/2017 9:00,1102
7/7/2017 9:00,529
7/7/2017 9:00,158
7/7/2017 9:00,190
7/7/2017 9:00,88
7/7/2017 9:01,592
7/7/2017 9:01,916
7/7/2017 9:01,1009
7/7/2017 9:01,8068
7/7/2017 9:01,129840
7/7/2017 9:01,10
7/7/2017 9:01,23
7/7/2017 9:01,126
7/7/2017 9:01,57
7/7/2017 9:01,51
7/7/2017 9:01,68
7/7/2017 9:01,45
7/7/2017 9:01,44
7/7/2017 9:01,93732
7/7/2017 9:01,22
7/7/2017 9:01,586
7/7/2017 9:01,4249233
7/7/2017 9:01,1105
7/7/2017 9:01,80
7/7/2017 9:01,123
7/7/2017 9:01,7462064
7/7/2017 9:01,16
7/7/2017 9:01,1518383
7/7/2017 9:01,12256
7/7/2017 9:01,999
7/7/2017 9:01,5158909
7/7/2017 9:01,4947620
7/7/2017 9:01,107
7/7/2017 9:01,96
7/7/2017 9:01,901948
7/7/2017 9:01,10719
7/7/2017 9:01,90275363
7/7/2017 9:01,69950
7/7/2017 9:01,70437
7/7/2017 9:01,571
7/7/2017 9:01,984
7/7/2017 9:01,1060
7/7/2017 9:01,36945
7/7/2017 9:01,547
7/7/2017 9:01,9
7/7/2017 9:01,819
7/7/2017 9:01,890
7/7/2017 9:01,24030075
7/7/2017 9:01,84026538
7/7/2017 9:01,104626731
7/7/2017 9:01,64318195
7/7/2017 9:01,205510
7/7/2017 9:01,205968
7/7/2017 9:01,14312514
7/7/2017 9:01,2
7/7/2017 9:01,101
7/7/2017 9:01,87
7/7/2017 9:01,58
7/7/2017 9:01,63
7/7/2017 9:01,124559
7/7/2017 9:01,67
7/7/2017 9:01,99099
7/7/2017 9:01,33328
7/7/2017 9:01,316
7/7/2017 9:01,1092
7/7/2017 9:01,989
7/7/2017 9:01,697
7/7/2017 9:01,184
7/7/2017 9:01,1621722
7/7/2017 9:01,682
7/7/2017 9:01,70485
7/7/2017 9:01,10826331
7/7/2017 9:01,154
7/7/2017 9:01,89
7/7/2017 9:01,71726
7/7/2017 9:01,14702
7/7/2017 9:01,1154
7/7/2017 9:01,678
7/7/2017 9:01,25
7/7/2017 9:01,38
7/7/2017 9:01,33
7/7/2017 9:01,3
7/7/2017 9:01,54693009
7/7/2017 9:01,87633581
7/7/2017 9:01,310138
7/7/2017 9:01,445
7/7/2017 9:01,111115
7/7/2017 9:01,810
7/7/2017 9:01,25192757
7/7/2017 9:01,3
7/7/2017 9:01,79
7/7/2017 9:01,156
7/7/2017 9:01,111558
7/7/2017 9:01,194
7/7/2017 9:01,187
7/7/2017 9:01,91
7/7/2017 9:01,310566
7/7/2017 9:01,78
7/7/2017 9:01,157
7/7/2017 9:01,6000020
7/7/2017 9:01,45
7/7/2017 9:01,1238
7/7/2017 9:01,652
7/7/2017 9:01,18
7/7/2017 9:01,1037591
7/7/2017 9:01,23370
7/7/2017 9:01,192
7/7/2017 9:01,141
7/7/2017 9:01,23766
7/7/2017 9:01,22
7/7/2017 9:01,2
7/7/2017 9:01,1
7/7/2017 9:01,11
7/7/2017 9:01,1777
7/7/2017 9:01,52
7/7/2017 9:01,51
7/7/2017 9:01,1
7/7/2017 9:01,41092854
7/7/2017 9:01,35340761
7/7/2017 9:01,85
7/7/2017 9:01,6992
7/7/2017 9:01,914
7/7/2017 9:01,88
7/7/2017 9:01,49
7/7/2017 9:01,770
7/7/2017 9:01,182
7/7/2017 9:01,190
7/7/2017 9:01,50
7/7/2017 9:01,1373
7/7/2017 9:01,271456
7/7/2017 9:01,3
7/7/2017 9:01,40573678
7/7/2017 9:01,180
7/7/2017 9:01,162
7/7/2017 9:01,169
7/7/2017 9:01,166
7/7/2017 9:01,143
7/7/2017 9:01,192
7/7/2017 9:01,224
7/7/2017 9:01,106
7/7/2017 9:01,105
7/7/2017 9:01,164
7/7/2017 9:01,541785
7/7/2017 9:01,45539
7/7/2017 9:01,94263
7/7/2017 9:01,104876042
7/7/2017 9:01,359723
7/7/2017 9:01,360163
7/7/2017 9:01,152
7/7/2017 9:01,43
7/7/2017 9:01,251
7/7/2017 9:01,164
7/7/2017 9:01,264
7/7/2017 9:01,342
7/7/2017 9:01,638
7/7/2017 9:01,263
7/7/2017 9:01,115
7/7/2017 9:01,711
7/7/2017 9:01,416
7/7/2017 9:01,270
7/7/2017 9:01,275
7/7/2017 9:01,250
7/7/2017 9:01,611
7/7/2017 9:01,796
7/7/2017 9:01,626
7/7/2017 9:01,761
7/7/2017 9:01,625
7/7/2017 9:01,809
7/7/2017 9:01,357
7/7/2017 9:01,804
7/7/2017 9:01,7075886
7/7/2017 9:01,775
7/7/2017 9:01,7109874
7/7/2017 9:01,5194578
7/7/2017 9:01,23706
7/7/2017 9:01,24139
7/7/2017 9:01,16
7/7/2017 9:01,15
7/7/2017 9:01,17
7/7/2017 9:01,17
7/7/2017 9:01,17
7/7/2017 9:01,17
7/7/2017 9:01,18
7/7/2017 9:01,1520101
7/7/2017 9:01,9964
7/7/2017 9:01,164
7/7/2017 9:01,151
7/7/2017 9:01,149
7/7/2017 9:01,146
7/7/2017 9:01,162
7/7/2017 9:01,153
7/7/2017 9:01,148
7/7/2017 9:01,146
7/7/2017 9:01,149
7/7/2017 9:01,18
7/7/2017 9:01,4
7/7/2017 9:01,110295
7/7/2017 9:01,42368
7/7/2017 9:01,154
7/7/2017 9:01,200
7/7/2017 9:01,206
7/7/2017 9:01,199
7/7/2017 9:01,167
7/7/2017 9:01,207
7/7/2017 9:01,196
7/7/2017 9:01,229
7/7/2017 9:01,203
7/7/2017 9:01,149
7/7/2017 9:01,156
7/7/2017 9:01,152
7/7/2017 9:01,231
7/7/2017 9:01,151
7/7/2017 9:01,160
7/7/2017 9:01,158
7/7/2017 9:01,169
7/7/2017 9:01,16937
7/7/2017 9:01,240203
7/7/2017 9:01,17
7/7/2017 9:01,320
7/7/2017 9:01,67437075
7/7/2017 9:01,69864
7/7/2017 9:01,70363
7/7/2017 9:01,51
7/7/2017 9:01,64
7/7/2017 9:01,17
7/7/2017 9:01,100217657
7/7/2017 9:01,218
7/7/2017 9:01,87303666
7/7/2017 9:01,22
7/7/2017 9:01,157
7/7/2017 9:01,193
7/7/2017 9:01,59
7/7/2017 9:01,85015294
7/7/2017 9:01,61467160
7/7/2017 9:01,4020868
7/7/2017 9:01,48
7/7/2017 9:01,23544
7/7/2017 9:01,192
7/7/2017 9:01,24014
7/7/2017 9:01,99820
7/7/2017 9:01,12
7/7/2017 9:01,93624220
7/7/2017 9:01,2
7/7/2017 9:01,515
7/7/2017 9:01,1133
7/7/2017 9:01,15211
7/7/2017 9:01,1122
7/7/2017 9:01,1314441
7/7/2017 9:01,193
7/7/2017 9:01,172
7/7/2017 9:01,162
7/7/2017 9:01,177
7/7/2017 9:01,172
7/7/2017 9:01,166
7/7/2017 9:01,162
7/7/2017 9:01,302
7/7/2017 9:01,197
7/7/2017 9:01,104
7/7/2017 9:01,86
7/7/2017 9:01,181
7/7/2017 9:01,233
7/7/2017 9:01,297
7/7/2017 9:01,217
7/7/2017 9:01,169
7/7/2017 9:01,747
7/7/2017 9:01,199
7/7/2017 9:01,366
7/7/2017 9:01,163
7/7/2017 9:01,167
7/7/2017 9:01,159
7/7/2017 9:01,418
7/7/2017 9:01,154
7/7/2017 9:01,245
7/7/2017 9:01,138
7/7/2017 9:01,181
7/7/2017 9:01,178
7/7/2017 9:01,171
7/7/2017 9:01,364
7/7/2017 9:01,3
7/7/2017 9:01,182
7/7/2017 9:01,50
7/7/2017 9:01,186
7/7/2017 9:01,192
7/7/2017 9:01,197
7/7/2017 9:01,665
7/7/2017 9:01,160
7/7/2017 9:01,157
7/7/2017 9:01,194
7/7/2017 9:01,166
7/7/2017 9:01,174
7/7/2017 9:01,188
7/7/2017 9:01,225
7/7/2017 9:01,174
7/7/2017 9:01,161
7/7/2017 9:01,433
7/7/2017 9:01,1
7/7/2017 9:01,1136
7/7/2017 9:01,54731
7/7/2017 9:01,83780
7/7/2017 9:01,60668
7/7/2017 9:01,23609
7/7/2017 9:01,23529
7/7/2017 9:01,66801
7/7/2017 9:01,66219
7/7/2017 9:01,161236
7/7/2017 9:01,77272
7/7/2017 9:01,23198
7/7/2017 9:01,24021
7/7/2017 9:01,170
7/7/2017 9:01,175
7/7/2017 9:01,173
7/7/2017 9:01,180
7/7/2017 9:01,164
7/7/2017 9:01,160
7/7/2017 9:01,67211
7/7/2017 9:01,170
7/7/2017 9:01,227
7/7/2017 9:01,366
7/7/2017 9:01,74
7/7/2017 9:01,127
7/7/2017 9:01,158
7/7/2017 9:01,61117
7/7/2017 9:01,169
7/7/2017 9:01,23577
7/7/2017 9:01,190
7/7/2017 9:01,154
7/7/2017 9:01,176
7/7/2017 9:01,23932
7/7/2017 9:01,24452
7/7/2017 9:01,104897
7/7/2017 9:01,84177
7/7/2017 9:01,186
7/7/2017 9:01,161660
7/7/2017 9:01,202
7/7/2017 9:01,66630
7/7/2017 9:01,177
7/7/2017 9:01,50
7/7/2017 9:01,77733
7/7/2017 9:01,164
7/7/2017 9:01,167
7/7/2017 9:01,168
7/7/2017 9:01,230
7/7/2017 9:01,166
7/7/2017 9:01,156
7/7/2017 9:01,23995
7/7/2017 9:01,156
7/7/2017 9:01,673
7/7/2017 9:01,110021390
7/7/2017 9:01,576
7/7/2017 9:01,180
7/7/2017 9:01,655
7/7/2017 9:01,220
7/7/2017 9:01,112016093
7/7/2017 9:01,180
7/7/2017 9:01,170
7/7/2017 9:01,611
7/7/2017 9:01,579
7/7/2017 9:01,112030169
7/7/2017 9:01,88016547
7/7/2017 9:01,74022037
7/7/2017 9:01,671
7/7/2017 9:01,69089591
7/7/2017 9:01,638
7/7/2017 9:01,820
7/7/2017 9:01,796
7/7/2017 9:01,82057520
7/7/2017 9:01,507
7/7/2017 9:01,793
7/7/2017 9:01,1063
7/7/2017 9:01,67028350
7/7/2017 9:01,67
7/7/2017 9:01,21
7/7/2017 9:01,3
7/7/2017 9:01,981
7/7/2017 9:01,4023
7/7/2017 9:01,5
7/7/2017 9:01,519002
7/7/2017 9:01,35694367
7/7/2017 9:01,66037754
7/7/2017 9:01,68
7/7/2017 9:01,56
7/7/2017 9:01,113786535
7/7/2017 9:01,113786494
7/7/2017 9:02,3
7/7/2017 9:02,68042785
7/7/2017 9:02,69085962
7/7/2017 9:02,64094095
7/7/2017 9:02,69016085
7/7/2017 9:02,67083889
7/7/2017 9:02,232
7/7/2017 9:02,237
7/7/2017 9:02,169
7/7/2017 9:02,153
7/7/2017 9:02,66016163
7/7/2017 9:02,148785
7/7/2017 9:02,23588
7/7/2017 9:02,24079
7/7/2017 9:02,212376
7/7/2017 9:02,212814
7/7/2017 9:02,503605
7/7/2017 9:02,501537
7/7/2017 9:02,5496073
7/7/2017 9:02,67016314
7/7/2017 9:02,67080806
7/7/2017 9:02,60
7/7/2017 9:02,68
7/7/2017 9:02,64094152
7/7/2017 9:02,66036377
7/7/2017 9:02,58
7/7/2017 9:02,452864
7/7/2017 9:02,572290
7/7/2017 9:02,374118
7/7/2017 9:02,202660
7/7/2017 9:02,203118
7/7/2017 9:02,62
7/7/2017 9:02,6009535
7/7/2017 9:02,554658
7/7/2017 9:02,36
7/7/2017 9:02,6020188
7/7/2017 9:02,61
7/7/2017 9:02,217531
7/7/2017 9:02,1
7/7/2017 9:02,461178
7/7/2017 9:02,95
7/7/2017 9:02,12285758
7/7/2017 9:02,435218
7/7/2017 9:02,136
7/7/2017 9:02,1
7/7/2017 9:02,435781
7/7/2017 9:02,7682268
7/7/2017 9:02,60041388
7/7/2017 9:02,67823391
7/7/2017 9:02,61642
7/7/2017 9:02,57
7/7/2017 9:02,27
7/7/2017 9:02,110
7/7/2017 9:02,103
7/7/2017 9:02,5702817
7/7/2017 9:02,117895721
7/7/2017 9:02,125659
7/7/2017 9:02,126069
7/7/2017 9:02,174
7/7/2017 9:02,1432917
7/7/2017 9:02,69
7/7/2017 9:02,628
7/7/2017 9:02,866
7/7/2017 9:02,989
7/7/2017 9:02,941
7/7/2017 9:02,969
7/7/2017 9:02,0
7/7/2017 9:02,718
7/7/2017 9:02,76
7/7/2017 9:02,529
7/7/2017 9:02,980
7/7/2017 9:02,997
7/7/2017 9:02,23515
7/7/2017 9:02,1026
7/7/2017 9:02,490
7/7/2017 9:02,69867
7/7/2017 9:02,2426918
7/7/2017 9:02,10980589
7/7/2017 9:02,16346045
7/7/2017 9:02,29997246
7/7/2017 9:02,29996141
7/7/2017 9:02,30145974
7/7/2017 9:02,117498876
7/7/2017 9:02,65544022
7/7/2017 9:02,232433
7/7/2017 9:02,183
7/7/2017 9:02,27019
7/7/2017 9:02,27364
7/7/2017 9:02,232
7/7/2017 9:02,149
7/7/2017 9:02,208
7/7/2017 9:02,214
7/7/2017 9:02,174
7/7/2017 9:02,156
7/7/2017 9:02,4584586
7/7/2017 9:02,132
7/7/2017 9:02,148
7/7/2017 9:02,232917
7/7/2017 9:02,108
7/7/2017 9:02,184
7/7/2017 9:02,120
7/7/2017 9:02,130
7/7/2017 9:02,20
7/7/2017 9:02,8
7/7/2017 9:02,103
7/7/2017 9:02,2
7/7/2017 9:02,50
7/7/2017 9:02,71
7/7/2017 9:02,69
7/7/2017 9:02,65
7/7/2017 9:02,51
7/7/2017 9:02,79
7/7/2017 9:02,39
7/7/2017 9:02,193
7/7/2017 9:02,134
7/7/2017 9:02,436919
7/7/2017 9:02,437347
7/7/2017 9:02,31
7/7/2017 9:02,54
7/7/2017 9:02,36
7/7/2017 9:02,317
7/7/2017 9:02,361477
7/7/2017 9:02,5
7/7/2017 9:02,5071539
7/7/2017 9:02,5255862
7/7/2017 9:02,60688082
7/7/2017 9:02,61132417
7/7/2017 9:02,119671512
7/7/2017 9:02,23615
7/7/2017 9:02,121527
7/7/2017 9:02,65693
7/7/2017 9:02,46585
7/7/2017 9:02,46860
7/7/2017 9:02,60463
7/7/2017 9:02,80416
7/7/2017 9:02,156
7/7/2017 9:02,23959
7/7/2017 9:02,212919
7/7/2017 9:02,66026
7/7/2017 9:02,174
7/7/2017 9:02,47238
7/7/2017 9:02,158
7/7/2017 9:02,168
7/7/2017 9:02,60808
7/7/2017 9:02,213282
7/7/2017 9:02,46996
7/7/2017 9:02,80753
7/7/2017 9:02,121989
7/7/2017 9:02,18
7/7/2017 9:02,115115420
7/7/2017 9:02,116324667
7/7/2017 9:02,118674874
7/7/2017 9:02,486872
7/7/2017 9:02,51274
7/7/2017 9:02,1737
7/7/2017 9:02,51169
7/7/2017 9:02,47449
7/7/2017 9:02,47841
7/7/2017 9:02,51507
7/7/2017 9:02,2293
7/7/2017 9:02,487344
7/7/2017 9:02,51585
7/7/2017 9:02,280
7/7/2017 9:02,203
7/7/2017 9:02,115222463
7/7/2017 9:02,62871321
7/7/2017 9:02,23788
7/7/2017 9:02,50053
7/7/2017 9:02,50641
7/7/2017 9:02,96690
7/7/2017 9:02,50765
7/7/2017 9:02,180
7/7/2017 9:02,149
7/7/2017 9:02,50378
7/7/2017 9:02,24107
7/7/2017 9:02,35458925
7/7/2017 9:02,154
7/7/2017 9:02,97023
7/7/2017 9:02,100575
7/7/2017 9:02,51073
7/7/2017 9:02,171
7/7/2017 9:02,50933
7/7/2017 9:02,116
7/7/2017 9:02,61815593
7/7/2017 9:02,93813
7/7/2017 9:02,361641
7/7/2017 9:02,94206
7/7/2017 9:02,361961
7/7/2017 9:02,151
7/7/2017 9:02,5641491
7/7/2017 9:02,138149
7/7/2017 9:02,47570
7/7/2017 9:02,138602
7/7/2017 9:02,47883
7/7/2017 9:02,91
7/7/2017 9:02,195
7/7/2017 9:02,4
7/7/2017 9:02,2758425
7/7/2017 9:02,61276749
7/7/2017 9:02,23325
7/7/2017 9:02,46572
7/7/2017 9:02,23642
7/7/2017 9:02,207
7/7/2017 9:02,46999
7/7/2017 9:02,9
7/7/2017 9:02,115228699
7/7/2017 9:02,178
7/7/2017 9:02,125
7/7/2017 9:02,85
7/7/2017 9:02,101
7/7/2017 9:02,531
7/7/2017 9:02,865
7/7/2017 9:02,930
7/7/2017 9:02,21423
7/7/2017 9:02,38954
7/7/2017 9:02,3
7/7/2017 9:02,49
7/7/2017 9:02,46
7/7/2017 9:02,17
7/7/2017 9:02,50
7/7/2017 9:02,44
7/7/2017 9:02,16
7/7/2017 9:02,70
7/7/2017 9:02,16812
7/7/2017 9:02,216
7/7/2017 9:02,129
7/7/2017 9:02,270
7/7/2017 9:02,135
7/7/2017 9:02,66021092
7/7/2017 9:02,104711617
7/7/2017 9:02,26
7/7/2017 9:03,117025664
7/7/2017 9:03,24641
7/7/2017 9:03,212
7/7/2017 9:03,116
7/7/2017 9:03,121
7/7/2017 9:03,25067
7/7/2017 9:03,180
7/7/2017 9:03,544
7/7/2017 9:03,808
7/7/2017 9:03,899
7/7/2017 9:03,519
7/7/2017 9:03,12
7/7/2017 9:03,887
7/7/2017 9:03,1001
7/7/2017 9:03,38995202
7/7/2017 9:03,38994250
7/7/2017 9:03,81
7/7/2017 9:03,88
7/7/2017 9:03,2
7/7/2017 9:03,24
7/7/2017 9:03,12
7/7/2017 9:03,87
7/7/2017 9:03,484790
7/7/2017 9:03,64014742
7/7/2017 9:03,57
7/7/2017 9:03,474499
7/7/2017 9:03,207194
7/7/2017 9:03,207656
7/7/2017 9:03,6533802
7/7/2017 9:03,60128399
7/7/2017 9:03,68983
7/7/2017 9:03,69367
7/7/2017 9:03,50
7/7/2017 9:03,48
7/7/2017 9:03,35
7/7/2017 9:03,90003134
7/7/2017 9:03,105
7/7/2017 9:03,26
7/7/2017 9:03,63
7/7/2017 9:03,92828
7/7/2017 9:03,46689
7/7/2017 9:03,189
7/7/2017 9:03,93265
7/7/2017 9:03,126
7/7/2017 9:03,68104493
7/7/2017 9:03,70361124
7/7/2017 9:03,202
7/7/2017 9:03,47087
7/7/2017 9:03,119
7/7/2017 9:03,233220
7/7/2017 9:03,233604
7/7/2017 9:03,179
7/7/2017 9:03,111
7/7/2017 9:03,68642970
7/7/2017 9:03,3
7/7/2017 9:03,3064054
7/7/2017 9:03,86473824
7/7/2017 9:03,90008934
7/7/2017 9:03,64006700
7/7/2017 9:03,46481
7/7/2017 9:03,46918
7/7/2017 9:03,303953
7/7/2017 9:03,365
7/7/2017 9:03,499673
7/7/2017 9:03,500178
7/7/2017 9:03,338993
7/7/2017 9:03,84141887
7/7/2017 9:03,303053
7/7/2017 9:03,409089
7/7/2017 9:03,409548
7/7/2017 9:03,303456
7/7/2017 9:03,27
7/7/2017 9:03,215476
7/7/2017 9:03,215943
7/7/2017 9:03,3001653
7/7/2017 9:03,3000145
7/7/2017 9:03,61
7/7/2017 9:03,263673
7/7/2017 9:03,116
7/7/2017 9:03,718384
7/7/2017 9:03,82443617
7/7/2017 9:03,83841
7/7/2017 9:03,238035
7/7/2017 9:03,238467
7/7/2017 9:03,84229
7/7/2017 9:03,81638599
7/7/2017 9:03,65
7/7/2017 9:03,16812855
7/7/2017 9:03,64008955
7/7/2017 9:03,289826
7/7/2017 9:03,290314
7/7/2017 9:03,90211335
7/7/2017 9:03,246949
7/7/2017 9:03,247327
7/7/2017 9:03,60743759
7/7/2017 9:03,69
7/7/2017 9:03,212541
7/7/2017 9:03,212930
7/7/2017 9:03,46438006
7/7/2017 9:03,82804
7/7/2017 9:03,38357976
7/7/2017 9:03,83277
7/7/2017 9:03,174845
7/7/2017 9:03,31534217
7/7/2017 9:03,5812670
7/7/2017 9:03,61043818
7/7/2017 9:03,61045327
7/7/2017 9:03,61044773
7/7/2017 9:03,106449733
7/7/2017 9:03,110494983
7/7/2017 9:03,110494940
7/7/2017 9:03,110494200
7/7/2017 9:03,110947998
7/7/2017 9:03,110947727
7/7/2017 9:03,110947575
7/7/2017 9:03,1047477
7/7/2017 9:03,69720
7/7/2017 9:03,1047828
7/7/2017 9:03,70240
7/7/2017 9:03,196
7/7/2017 9:03,87
7/7/2017 9:03,73
7/7/2017 9:03,226
7/7/2017 9:03,61321213
7/7/2017 9:03,47004
7/7/2017 9:03,23301
7/7/2017 9:03,289354
7/7/2017 9:03,23636
7/7/2017 9:03,289819
7/7/2017 9:03,47511
7/7/2017 9:03,169
7/7/2017 9:03,200
7/7/2017 9:03,30602689
7/7/2017 9:03,115518871
7/7/2017 9:03,116159234
7/7/2017 9:03,49278
7/7/2017 9:03,117353259
7/7/2017 9:03,49894
7/7/2017 9:03,495
7/7/2017 9:03,50877
7/7/2017 9:03,154
7/7/2017 9:03,173
7/7/2017 9:03,50194
7/7/2017 9:03,61213
7/7/2017 9:03,51335
7/7/2017 9:03,143
7/7/2017 9:03,49604
7/7/2017 9:03,824
7/7/2017 9:03,3461864
7/7/2017 9:03,67
7/7/2017 9:03,57
7/7/2017 9:03,51
7/7/2017 9:03,249738
7/7/2017 9:03,4
7/7/2017 9:03,25073800
7/7/2017 9:03,47255
7/7/2017 9:03,594846
7/7/2017 9:03,50
7/7/2017 9:03,36
7/7/2017 9:03,17
7/7/2017 9:03,30
7/7/2017 9:03,118
7/7/2017 9:03,90
7/7/2017 9:03,176
7/7/2017 9:03,48016
7/7/2017 9:03,3
7/7/2017 9:03,30510448
7/7/2017 9:03,126202
7/7/2017 9:03,126600
7/7/2017 9:03,136916
7/7/2017 9:03,87
7/7/2017 9:03,116821744
7/7/2017 9:03,47001
7/7/2017 9:03,3
7/7/2017 9:03,114152
7/7/2017 9:03,392135
7/7/2017 9:03,94
7/7/2017 9:03,392599
7/7/2017 9:03,32045
7/7/2017 9:03,29
7/7/2017 9:03,229458
7/7/2017 9:03,56
7/7/2017 9:03,1
7/7/2017 9:03,74
7/7/2017 9:03,94
7/7/2017 9:03,46242219
7/7/2017 9:04,380863
7/7/2017 9:04,46
7/7/2017 9:04,14183751
7/7/2017 9:04,118849632
7/7/2017 9:04,69858
7/7/2017 9:04,46460
7/7/2017 9:04,70370
7/7/2017 9:04,172
7/7/2017 9:04,46836
7/7/2017 9:04,1032656
7/7/2017 9:04,164
7/7/2017 9:04,60648899
7/7/2017 9:04,305302
7/7/2017 9:04,47333
7/7/2017 9:04,157
7/7/2017 9:04,305634
7/7/2017 9:04,196
7/7/2017 9:04,65
7/7/2017 9:04,838057
7/7/2017 9:04,1104107
7/7/2017 9:04,5498625
7/7/2017 9:04,5680789
7/7/2017 9:04,5082880
7/7/2017 9:04,46195351
7/7/2017 9:04,46460552
7/7/2017 9:04,60883507
7/7/2017 9:04,116708363
7/7/2017 9:04,111594993
7/7/2017 9:04,46762
7/7/2017 9:04,47146
7/7/2017 9:04,102532664
7/7/2017 9:04,782760
7/7/2017 9:04,174
7/7/2017 9:04,130
7/7/2017 9:04,146
7/7/2017 9:04,154
7/7/2017 9:04,783078
7/7/2017 9:04,162
7/7/2017 9:04,164
7/7/2017 9:04,89997
7/7/2017 9:04,215
7/7/2017 9:04,60236
7/7/2017 9:04,3
7/7/2017 9:04,4
7/7/2017 9:04,111768976
7/7/2017 9:04,111768907
7/7/2017 9:04,318575
7/7/2017 9:04,77879
7/7/2017 9:04,31719999
7/7/2017 9:04,78328
7/7/2017 9:04,7634179
7/7/2017 9:04,16530
7/7/2017 9:04,69720
7/7/2017 9:04,70187
7/7/2017 9:04,191
7/7/2017 9:04,99817
7/7/2017 9:04,6
7/7/2017 9:04,226571
7/7/2017 9:04,1
7/7/2017 9:04,97
7/7/2017 9:04,15
7/7/2017 9:04,7649
7/7/2017 9:04,68
7/7/2017 9:04,116030755
7/7/2017 9:04,84
7/7/2017 9:04,268061
7/7/2017 9:04,427
7/7/2017 9:04,3965772
